kode_barang,nama_barang,stok,nama_bagian
BRG-0156,"Barang Contoh Ke-156",255,"Survei dan Pemetaan"
BRG-0157,"Barang Contoh Ke-157",467,"Penetapan Hak dan Pendaftaran"
BRG-0158,"Barang Contoh Ke-158",400,"Pengendalian dan Penanganan Sengketa"
BRG-0159,"Barang Contoh Ke-159",390,"Survei dan Pemetaan"
BRG-0160,"Barang Contoh Ke-160",141,"Survei dan Pemetaan"
BRG-0161,"Barang Contoh Ke-161",410,"Survei dan Pemetaan"
BRG-0162,"Barang Contoh Ke-162",448,"Pengadaan Tanah dan Pengembangan"
BRG-0163,"Barang Contoh Ke-163",405,"Pengadaan Tanah dan Pengembangan"
BRG-0164,"Barang Contoh Ke-164",414,"Pengadaan Tanah dan Pengembangan"
BRG-0165,"Barang Contoh Ke-165",297,"Pengadaan Tanah dan Pengembangan"
BRG-0166,"Barang Contoh Ke-166",401,"Penetapan Hak dan Pendaftaran"
BRG-0167,"Barang Contoh Ke-167",433,"Pengadaan Tanah dan Pengembangan"
BRG-0168,"Barang Contoh Ke-168",499,"Penetapan Hak dan Pendaftaran"
BRG-0169,"Barang Contoh Ke-169",397,"Survei dan Pemetaan"
BRG-0170,"Barang Contoh Ke-170",346,"Pengendalian dan Penanganan Sengketa"
BRG-0171,"Barang Contoh Ke-171",437,"Survei dan Pemetaan"
BRG-0172,"Barang Contoh Ke-172",114,"Pengendalian dan Penanganan Sengketa"
BRG-0173,"Barang Contoh Ke-173",213,"Pengendalian dan Penanganan Sengketa"
BRG-0174,"Barang Contoh Ke-174",76,"Penataan dan Pemberdayaan"
BRG-0175,"Barang Contoh Ke-175",342,"Tata Usaha"
BRG-0176,"Barang Contoh Ke-176",359,"Pengendalian dan Penanganan Sengketa"
BRG-0177,"Barang Contoh Ke-177",227,"Pengadaan Tanah dan Pengembangan"
BRG-0178,"Barang Contoh Ke-178",473,"Survei dan Pemetaan"
BRG-0179,"Barang Contoh Ke-179",476,"Survei dan Pemetaan"
BRG-0180,"Barang Contoh Ke-180",285,"Penetapan Hak dan Pendaftaran"
BRG-0181,"Barang Contoh Ke-181",451,"Pengendalian dan Penanganan Sengketa"
BRG-0182,"Barang Contoh Ke-182",139,"Survei dan Pemetaan"
BRG-0183,"Barang Contoh Ke-183",79,"Pengadaan Tanah dan Pengembangan"
BRG-0184,"Barang Contoh Ke-184",304,"Survei dan Pemetaan"
BRG-0185,"Barang Contoh Ke-185",245,"Survei dan Pemetaan"
BRG-0186,"Barang Contoh Ke-186",28,"Pengadaan Tanah dan Pengembangan"
BRG-0187,"Barang Contoh Ke-187",311,"Tata Usaha"
BRG-0188,"Barang Contoh Ke-188",230,"Survei dan Pemetaan"
BRG-0189,"Barang Contoh Ke-189",382,"Penetapan Hak dan Pendaftaran"
BRG-0190,"Barang Contoh Ke-190",482,"Pengendalian dan Penanganan Sengketa"
BRG-0191,"Barang Contoh Ke-191",311,"Tata Usaha"
BRG-0192,"Barang Contoh Ke-192",25,"Tata Usaha"
BRG-0193,"Barang Contoh Ke-193",283,"Penetapan Hak dan Pendaftaran"
BRG-0194,"Barang Contoh Ke-194",62,"Penataan dan Pemberdayaan"
BRG-0195,"Barang Contoh Ke-195",165,"Tata Usaha"
BRG-0196,"Barang Contoh Ke-196",236,"Penetapan Hak dan Pendaftaran"
BRG-0197,"Barang Contoh Ke-197",63,"Penetapan Hak dan Pendaftaran"
BRG-0198,"Barang Contoh Ke-198",479,"Penataan dan Pemberdayaan"
BRG-0199,"Barang Contoh Ke-199",387,"Survei dan Pemetaan"
BRG-0200,"Barang Contoh Ke-200",180,"Penataan dan Pemberdayaan"
BRG-0201,"Barang Contoh Ke-201",172,"Survei dan Pemetaan"
BRG-0202,"Barang Contoh Ke-202",271,"Survei dan Pemetaan"
BRG-0203,"Barang Contoh Ke-203",72,"Pengendalian dan Penanganan Sengketa"
BRG-0204,"Barang Contoh Ke-204",284,"Tata Usaha"
BRG-0205,"Barang Contoh Ke-205",466,"Pengendalian dan Penanganan Sengketa"
BRG-0206,"Barang Contoh Ke-206",420,"Pengadaan Tanah dan Pengembangan"
BRG-0207,"Barang Contoh Ke-207",208,"Survei dan Pemetaan"
BRG-0208,"Barang Contoh Ke-208",317,"Pengadaan Tanah dan Pengembangan"
BRG-0209,"Barang Contoh Ke-209",328,"Pengendalian dan Penanganan Sengketa"
BRG-0210,"Barang Contoh Ke-210",208,"Penataan dan Pemberdayaan"
BRG-0211,"Barang Contoh Ke-211",277,"Tata Usaha"
BRG-0212,"Barang Contoh Ke-212",124,"Pengendalian dan Penanganan Sengketa"
BRG-0213,"Barang Contoh Ke-213",160,"Pengendalian dan Penanganan Sengketa"
BRG-0214,"Barang Contoh Ke-214",374,"Penataan dan Pemberdayaan"
BRG-0215,"Barang Contoh Ke-215",365,"Tata Usaha"
BRG-0216,"Barang Contoh Ke-216",283,"Tata Usaha"
BRG-0217,"Barang Contoh Ke-217",245,"Survei dan Pemetaan"
BRG-0218,"Barang Contoh Ke-218",99,"Pengadaan Tanah dan Pengembangan"
BRG-0219,"Barang Contoh Ke-219",314,"Tata Usaha"
BRG-0220,"Barang Contoh Ke-220",249,"Pengendalian dan Penanganan Sengketa"
BRG-0221,"Barang Contoh Ke-221",449,"Tata Usaha"
BRG-0222,"Barang Contoh Ke-222",408,"Penetapan Hak dan Pendaftaran"
BRG-0223,"Barang Contoh Ke-223",127,"Penetapan Hak dan Pendaftaran"
BRG-0224,"Barang Contoh Ke-224",205,"Pengendalian dan Penanganan Sengketa"
BRG-0225,"Barang Contoh Ke-225",373,"Survei dan Pemetaan"
BRG-0226,"Barang Contoh Ke-226",229,"Pengadaan Tanah dan Pengembangan"
BRG-0227,"Barang Contoh Ke-227",206,"Pengendalian dan Penanganan Sengketa"
BRG-0228,"Barang Contoh Ke-228",26,"Penataan dan Pemberdayaan"
BRG-0229,"Barang Contoh Ke-229",365,"Pengendalian dan Penanganan Sengketa"
BRG-0230,"Barang Contoh Ke-230",19,"Tata Usaha"
BRG-0231,"Barang Contoh Ke-231",196,"Penataan dan Pemberdayaan"
BRG-0232,"Barang Contoh Ke-232",294,"Survei dan Pemetaan"
BRG-0233,"Barang Contoh Ke-233",58,"Penetapan Hak dan Pendaftaran"
BRG-0234,"Barang Contoh Ke-234",144,"Pengadaan Tanah dan Pengembangan"
BRG-0235,"Barang Contoh Ke-235",124,"Penataan dan Pemberdayaan"
BRG-0236,"Barang Contoh Ke-236",64,"Pengadaan Tanah dan Pengembangan"
BRG-0237,"Barang Contoh Ke-237",115,"Pengadaan Tanah dan Pengembangan"
BRG-0238,"Barang Contoh Ke-238",446,"Penetapan Hak dan Pendaftaran"
BRG-0239,"Barang Contoh Ke-239",303,"Tata Usaha"
BRG-0240,"Barang Contoh Ke-240",319,"Pengadaan Tanah dan Pengembangan"
BRG-0241,"Barang Contoh Ke-241",59,"Penetapan Hak dan Pendaftaran"
BRG-0242,"Barang Contoh Ke-242",284,"Penetapan Hak dan Pendaftaran"
BRG-0243,"Barang Contoh Ke-243",198,"Tata Usaha"
BRG-0244,"Barang Contoh Ke-244",292,"Tata Usaha"
BRG-0245,"Barang Contoh Ke-245",202,"Pengadaan Tanah dan Pengembangan"
BRG-0246,"Barang Contoh Ke-246",80,"Pengendalian dan Penanganan Sengketa"
BRG-0247,"Barang Contoh Ke-247",275,"Penetapan Hak dan Pendaftaran"
BRG-0248,"Barang Contoh Ke-248",296,"Survei dan Pemetaan"
BRG-0249,"Barang Contoh Ke-249",141,"Tata Usaha"
BRG-0250,"Barang Contoh Ke-250",275,"Penataan dan Pemberdayaan"
BRG-0251,"Barang Contoh Ke-251",236,"Penataan dan Pemberdayaan"
BRG-0252,"Barang Contoh Ke-252",14,"Tata Usaha"
BRG-0253,"Barang Contoh Ke-253",155,"Tata Usaha"
BRG-0254,"Barang Contoh Ke-254",258,"Pengadaan Tanah dan Pengembangan"
BRG-0255,"Barang Contoh Ke-255",220,"Pengadaan Tanah dan Pengembangan"
BRG-0256,"Barang Contoh Ke-256",52,"Tata Usaha"
BRG-0257,"Barang Contoh Ke-257",356,"Pengadaan Tanah dan Pengembangan"
BRG-0258,"Barang Contoh Ke-258",204,"Penetapan Hak dan Pendaftaran"
BRG-0259,"Barang Contoh Ke-259",290,"Survei dan Pemetaan"
BRG-0260,"Barang Contoh Ke-260",348,"Penetapan Hak dan Pendaftaran"
BRG-0261,"Barang Contoh Ke-261",491,"Penataan dan Pemberdayaan"
BRG-0262,"Barang Contoh Ke-262",66,"Tata Usaha"
BRG-0263,"Barang Contoh Ke-263",374,"Pengendalian dan Penanganan Sengketa"
BRG-0264,"Barang Contoh Ke-264",50,"Pengendalian dan Penanganan Sengketa"
BRG-0265,"Barang Contoh Ke-265",94,"Pengadaan Tanah dan Pengembangan"
BRG-0266,"Barang Contoh Ke-266",467,"Penataan dan Pemberdayaan"
BRG-0267,"Barang Contoh Ke-267",181,"Tata Usaha"
BRG-0268,"Barang Contoh Ke-268",199,"Penetapan Hak dan Pendaftaran"
BRG-0269,"Barang Contoh Ke-269",500,"Tata Usaha"
BRG-0270,"Barang Contoh Ke-270",369,"Survei dan Pemetaan"
BRG-0271,"Barang Contoh Ke-271",49,"Penetapan Hak dan Pendaftaran"
BRG-0272,"Barang Contoh Ke-272",186,"Pengadaan Tanah dan Pengembangan"
BRG-0273,"Barang Contoh Ke-273",429,"Penetapan Hak dan Pendaftaran"
BRG-0274,"Barang Contoh Ke-274",356,"Tata Usaha"
BRG-0275,"Barang Contoh Ke-275",43,"Penataan dan Pemberdayaan"
BRG-0276,"Barang Contoh Ke-276",18,"Penataan dan Pemberdayaan"
BRG-0277,"Barang Contoh Ke-277",300,"Survei dan Pemetaan"
BRG-0278,"Barang Contoh Ke-278",220,"Pengendalian dan Penanganan Sengketa"
BRG-0279,"Barang Contoh Ke-279",25,"Penetapan Hak dan Pendaftaran"
BRG-0280,"Barang Contoh Ke-280",401,"Penetapan Hak dan Pendaftaran"
BRG-0281,"Barang Contoh Ke-281",250,"Tata Usaha"
BRG-0282,"Barang Contoh Ke-282",359,"Pengadaan Tanah dan Pengembangan"
BRG-0283,"Barang Contoh Ke-283",86,"Pengendalian dan Penanganan Sengketa"
BRG-0284,"Barang Contoh Ke-284",153,"Survei dan Pemetaan"
BRG-0285,"Barang Contoh Ke-285",459,"Survei dan Pemetaan"
BRG-0286,"Barang Contoh Ke-286",173,"Survei dan Pemetaan"
BRG-0287,"Barang Contoh Ke-287",446,"Tata Usaha"
BRG-0288,"Barang Contoh Ke-288",122,"Penataan dan Pemberdayaan"
BRG-0289,"Barang Contoh Ke-289",443,"Survei dan Pemetaan"
BRG-0290,"Barang Contoh Ke-290",326,"Penataan dan Pemberdayaan"
BRG-0291,"Barang Contoh Ke-291",352,"Tata Usaha"
BRG-0292,"Barang Contoh Ke-292",307,"Penetapan Hak dan Pendaftaran"
BRG-0293,"Barang Contoh Ke-293",397,"Penataan dan Pemberdayaan"
BRG-0294,"Barang Contoh Ke-294",386,"Penetapan Hak dan Pendaftaran"
BRG-0295,"Barang Contoh Ke-295",454,"Survei dan Pemetaan"
BRG-0296,"Barang Contoh Ke-296",59,"Pengadaan Tanah dan Pengembangan"
BRG-0297,"Barang Contoh Ke-297",266,"Penetapan Hak dan Pendaftaran"
BRG-0298,"Barang Contoh Ke-298",104,"Pengendalian dan Penanganan Sengketa"
BRG-0299,"Barang Contoh Ke-299",308,"Survei dan Pemetaan"
BRG-0300,"Barang Contoh Ke-300",105,"Pengadaan Tanah dan Pengembangan"
BRG-0301,"Barang Contoh Ke-301",344,"Pengendalian dan Penanganan Sengketa"
BRG-0302,"Barang Contoh Ke-302",288,"Penataan dan Pemberdayaan"
BRG-0303,"Barang Contoh Ke-303",491,"Pengadaan Tanah dan Pengembangan"
BRG-0304,"Barang Contoh Ke-304",407,"Pengadaan Tanah dan Pengembangan"
BRG-0305,"Barang Contoh Ke-305",255,"Penetapan Hak dan Pendaftaran"
BRG-0306,"Barang Contoh Ke-306",396,"Pengadaan Tanah dan Pengembangan"
BRG-0307,"Barang Contoh Ke-307",118,"Survei dan Pemetaan"
BRG-0308,"Barang Contoh Ke-308",138,"Tata Usaha"
BRG-0309,"Barang Contoh Ke-309",14,"Survei dan Pemetaan"
BRG-0310,"Barang Contoh Ke-310",206,"Survei dan Pemetaan"
BRG-0311,"Barang Contoh Ke-311",411,"Penataan dan Pemberdayaan"
BRG-0312,"Barang Contoh Ke-312",175,"Penetapan Hak dan Pendaftaran"
BRG-0313,"Barang Contoh Ke-313",360,"Pengadaan Tanah dan Pengembangan"
BRG-0314,"Barang Contoh Ke-314",295,"Tata Usaha"
BRG-0315,"Barang Contoh Ke-315",215,"Penataan dan Pemberdayaan"
BRG-0316,"Barang Contoh Ke-316",106,"Pengadaan Tanah dan Pengembangan"
BRG-0317,"Barang Contoh Ke-317",488,"Survei dan Pemetaan"
BRG-0318,"Barang Contoh Ke-318",359,"Penetapan Hak dan Pendaftaran"
BRG-0319,"Barang Contoh Ke-319",448,"Penataan dan Pemberdayaan"
BRG-0320,"Barang Contoh Ke-320",393,"Penetapan Hak dan Pendaftaran"
BRG-0321,"Barang Contoh Ke-321",28,"Survei dan Pemetaan"
BRG-0322,"Barang Contoh Ke-322",29,"Pengendalian dan Penanganan Sengketa"
BRG-0323,"Barang Contoh Ke-323",381,"Survei dan Pemetaan"
BRG-0324,"Barang Contoh Ke-324",239,"Penetapan Hak dan Pendaftaran"
BRG-0325,"Barang Contoh Ke-325",447,"Tata Usaha"
BRG-0326,"Barang Contoh Ke-326",269,"Pengadaan Tanah dan Pengembangan"
BRG-0327,"Barang Contoh Ke-327",299,"Tata Usaha"
BRG-0328,"Barang Contoh Ke-328",53,"Pengendalian dan Penanganan Sengketa"
BRG-0329,"Barang Contoh Ke-329",383,"Penetapan Hak dan Pendaftaran"
BRG-0330,"Barang Contoh Ke-330",473,"Penetapan Hak dan Pendaftaran"
BRG-0331,"Barang Contoh Ke-331",164,"Pengadaan Tanah dan Pengembangan"
BRG-0332,"Barang Contoh Ke-332",498,"Tata Usaha"
BRG-0333,"Barang Contoh Ke-333",99,"Pengendalian dan Penanganan Sengketa"
BRG-0334,"Barang Contoh Ke-334",206,"Survei dan Pemetaan"
BRG-0335,"Barang Contoh Ke-335",118,"Pengadaan Tanah dan Pengembangan"
BRG-0336,"Barang Contoh Ke-336",91,"Penetapan Hak dan Pendaftaran"
BRG-0337,"Barang Contoh Ke-337",351,"Tata Usaha"
BRG-0338,"Barang Contoh Ke-338",357,"Pengadaan Tanah dan Pengembangan"
BRG-0339,"Barang Contoh Ke-339",450,"Pengadaan Tanah dan Pengembangan"
BRG-0340,"Barang Contoh Ke-340",316,"Penetapan Hak dan Pendaftaran"
BRG-0341,"Barang Contoh Ke-341",397,"Pengendalian dan Penanganan Sengketa"
BRG-0342,"Barang Contoh Ke-342",410,"Survei dan Pemetaan"
BRG-0343,"Barang Contoh Ke-343",125,"Pengadaan Tanah dan Pengembangan"
BRG-0344,"Barang Contoh Ke-344",329,"Tata Usaha"
BRG-0345,"Barang Contoh Ke-345",248,"Pengadaan Tanah dan Pengembangan"
BRG-0346,"Barang Contoh Ke-346",225,"Tata Usaha"
BRG-0347,"Barang Contoh Ke-347",441,"Penataan dan Pemberdayaan"
BRG-0348,"Barang Contoh Ke-348",34,"Survei dan Pemetaan"
BRG-0349,"Barang Contoh Ke-349",223,"Survei dan Pemetaan"
BRG-0350,"Barang Contoh Ke-350",192,"Tata Usaha"
BRG-0351,"Barang Contoh Ke-351",346,"Penetapan Hak dan Pendaftaran"
BRG-0352,"Barang Contoh Ke-352",415,"Pengadaan Tanah dan Pengembangan"
BRG-0353,"Barang Contoh Ke-353",59,"Pengadaan Tanah dan Pengembangan"
BRG-0354,"Barang Contoh Ke-354",463,"Tata Usaha"
BRG-0355,"Barang Contoh Ke-355",164,"Penetapan Hak dan Pendaftaran"
BRG-0356,"Barang Contoh Ke-356",358,"Survei dan Pemetaan"
BRG-0357,"Barang Contoh Ke-357",481,"Penataan dan Pemberdayaan"
BRG-0358,"Barang Contoh Ke-358",372,"Survei dan Pemetaan"
BRG-0359,"Barang Contoh Ke-359",89,"Penataan dan Pemberdayaan"
BRG-0360,"Barang Contoh Ke-360",115,"Penataan dan Pemberdayaan"
BRG-0361,"Barang Contoh Ke-361",489,"Pengendalian dan Penanganan Sengketa"
BRG-0362,"Barang Contoh Ke-362",197,"Pengendalian dan Penanganan Sengketa"
BRG-0363,"Barang Contoh Ke-363",50,"Penetapan Hak dan Pendaftaran"
BRG-0364,"Barang Contoh Ke-364",145,"Pengendalian dan Penanganan Sengketa"
BRG-0365,"Barang Contoh Ke-365",164,"Survei dan Pemetaan"
BRG-0366,"Barang Contoh Ke-366",347,"Tata Usaha"
BRG-0367,"Barang Contoh Ke-367",267,"Pengendalian dan Penanganan Sengketa"
BRG-0368,"Barang Contoh Ke-368",26,"Pengadaan Tanah dan Pengembangan"
BRG-0369,"Barang Contoh Ke-369",429,"Pengendalian dan Penanganan Sengketa"
BRG-0370,"Barang Contoh Ke-370",302,"Penataan dan Pemberdayaan"
BRG-0371,"Barang Contoh Ke-371",387,"Pengendalian dan Penanganan Sengketa"
BRG-0372,"Barang Contoh Ke-372",398,"Penataan dan Pemberdayaan"
BRG-0373,"Barang Contoh Ke-373",210,"Tata Usaha"
BRG-0374,"Barang Contoh Ke-374",328,"Penataan dan Pemberdayaan"
BRG-0375,"Barang Contoh Ke-375",235,"Penetapan Hak dan Pendaftaran"
BRG-0376,"Barang Contoh Ke-376",91,"Penetapan Hak dan Pendaftaran"
BRG-0377,"Barang Contoh Ke-377",10,"Tata Usaha"
BRG-0378,"Barang Contoh Ke-378",311,"Tata Usaha"
BRG-0379,"Barang Contoh Ke-379",83,"Penataan dan Pemberdayaan"
BRG-0380,"Barang Contoh Ke-380",223,"Survei dan Pemetaan"
BRG-0381,"Barang Contoh Ke-381",101,"Penataan dan Pemberdayaan"
BRG-0382,"Barang Contoh Ke-382",374,"Penetapan Hak dan Pendaftaran"
BRG-0383,"Barang Contoh Ke-383",407,"Penetapan Hak dan Pendaftaran"
BRG-0384,"Barang Contoh Ke-384",147,"Pengendalian dan Penanganan Sengketa"
BRG-0385,"Barang Contoh Ke-385",221,"Pengadaan Tanah dan Pengembangan"
BRG-0386,"Barang Contoh Ke-386",230,"Pengadaan Tanah dan Pengembangan"
BRG-0387,"Barang Contoh Ke-387",499,"Tata Usaha"
BRG-0388,"Barang Contoh Ke-388",488,"Survei dan Pemetaan"
BRG-0389,"Barang Contoh Ke-389",126,"Tata Usaha"
BRG-0390,"Barang Contoh Ke-390",16,"Penetapan Hak dan Pendaftaran"
BRG-0391,"Barang Contoh Ke-391",456,"Pengendalian dan Penanganan Sengketa"
BRG-0392,"Barang Contoh Ke-392",273,"Penetapan Hak dan Pendaftaran"
BRG-0393,"Barang Contoh Ke-393",10,"Pengadaan Tanah dan Pengembangan"
BRG-0394,"Barang Contoh Ke-394",171,"Tata Usaha"
BRG-0395,"Barang Contoh Ke-395",110,"Tata Usaha"
BRG-0396,"Barang Contoh Ke-396",313,"Penetapan Hak dan Pendaftaran"
BRG-0397,"Barang Contoh Ke-397",438,"Pengendalian dan Penanganan Sengketa"
BRG-0398,"Barang Contoh Ke-398",336,"Penataan dan Pemberdayaan"
BRG-0399,"Barang Contoh Ke-399",305,"Penetapan Hak dan Pendaftaran"
BRG-0400,"Barang Contoh Ke-400",246,"Penetapan Hak dan Pendaftaran"
BRG-0401,"Barang Contoh Ke-401",492,"Tata Usaha"
BRG-0402,"Barang Contoh Ke-402",225,"Pengendalian dan Penanganan Sengketa"
BRG-0403,"Barang Contoh Ke-403",371,"Penataan dan Pemberdayaan"
BRG-0404,"Barang Contoh Ke-404",76,"Penataan dan Pemberdayaan"
BRG-0405,"Barang Contoh Ke-405",344,"Survei dan Pemetaan"
BRG-0406,"Barang Contoh Ke-406",411,"Pengadaan Tanah dan Pengembangan"
BRG-0407,"Barang Contoh Ke-407",56,"Survei dan Pemetaan"
BRG-0408,"Barang Contoh Ke-408",337,"Pengendalian dan Penanganan Sengketa"
BRG-0409,"Barang Contoh Ke-409",195,"Pengendalian dan Penanganan Sengketa"
BRG-0410,"Barang Contoh Ke-410",43,"Tata Usaha"
BRG-0411,"Barang Contoh Ke-411",168,"Penetapan Hak dan Pendaftaran"
BRG-0412,"Barang Contoh Ke-412",435,"Pengadaan Tanah dan Pengembangan"
BRG-0413,"Barang Contoh Ke-413",426,"Pengadaan Tanah dan Pengembangan"
BRG-0414,"Barang Contoh Ke-414",105,"Pengadaan Tanah dan Pengembangan"
BRG-0415,"Barang Contoh Ke-415",398,"Penataan dan Pemberdayaan"
BRG-0416,"Barang Contoh Ke-416",382,"Pengadaan Tanah dan Pengembangan"
BRG-0417,"Barang Contoh Ke-417",234,"Pengendalian dan Penanganan Sengketa"
BRG-0418,"Barang Contoh Ke-418",451,"Pengadaan Tanah dan Pengembangan"
BRG-0419,"Barang Contoh Ke-419",482,"Pengadaan Tanah dan Pengembangan"
BRG-0420,"Barang Contoh Ke-420",272,"Pengadaan Tanah dan Pengembangan"
BRG-0421,"Barang Contoh Ke-421",187,"Survei dan Pemetaan"
BRG-0422,"Barang Contoh Ke-422",494,"Pengendalian dan Penanganan Sengketa"
BRG-0423,"Barang Contoh Ke-423",469,"Pengendalian dan Penanganan Sengketa"
BRG-0424,"Barang Contoh Ke-424",437,"Penataan dan Pemberdayaan"
BRG-0425,"Barang Contoh Ke-425",195,"Penataan dan Pemberdayaan"
BRG-0426,"Barang Contoh Ke-426",75,"Penetapan Hak dan Pendaftaran"
BRG-0427,"Barang Contoh Ke-427",285,"Tata Usaha"
BRG-0428,"Barang Contoh Ke-428",493,"Tata Usaha"
BRG-0429,"Barang Contoh Ke-429",264,"Survei dan Pemetaan"
BRG-0430,"Barang Contoh Ke-430",365,"Survei dan Pemetaan"
BRG-0431,"Barang Contoh Ke-431",65,"Penataan dan Pemberdayaan"
BRG-0432,"Barang Contoh Ke-432",306,"Tata Usaha"
BRG-0433,"Barang Contoh Ke-433",197,"Survei dan Pemetaan"
BRG-0434,"Barang Contoh Ke-434",119,"Penetapan Hak dan Pendaftaran"
BRG-0435,"Barang Contoh Ke-435",476,"Tata Usaha"
BRG-0436,"Barang Contoh Ke-436",441,"Pengadaan Tanah dan Pengembangan"
BRG-0437,"Barang Contoh Ke-437",40,"Pengadaan Tanah dan Pengembangan"
BRG-0438,"Barang Contoh Ke-438",244,"Penetapan Hak dan Pendaftaran"
BRG-0439,"Barang Contoh Ke-439",410,"Survei dan Pemetaan"
BRG-0440,"Barang Contoh Ke-440",325,"Penataan dan Pemberdayaan"
BRG-0441,"Barang Contoh Ke-441",461,"Pengadaan Tanah dan Pengembangan"
BRG-0442,"Barang Contoh Ke-442",413,"Penataan dan Pemberdayaan"
BRG-0443,"Barang Contoh Ke-443",15,"Pengendalian dan Penanganan Sengketa"
BRG-0444,"Barang Contoh Ke-444",240,"Penataan dan Pemberdayaan"
BRG-0445,"Barang Contoh Ke-445",67,"Tata Usaha"
BRG-0446,"Barang Contoh Ke-446",428,"Penataan dan Pemberdayaan"
BRG-0447,"Barang Contoh Ke-447",44,"Pengendalian dan Penanganan Sengketa"
BRG-0448,"Barang Contoh Ke-448",492,"Tata Usaha"
BRG-0449,"Barang Contoh Ke-449",146,"Penetapan Hak dan Pendaftaran"
BRG-0450,"Barang Contoh Ke-450",138,"Penetapan Hak dan Pendaftaran"
BRG-0451,"Barang Contoh Ke-451",26,"Penetapan Hak dan Pendaftaran"
BRG-0452,"Barang Contoh Ke-452",294,"Pengadaan Tanah dan Pengembangan"
BRG-0453,"Barang Contoh Ke-453",380,"Pengadaan Tanah dan Pengembangan"
BRG-0454,"Barang Contoh Ke-454",93,"Penetapan Hak dan Pendaftaran"
BRG-0455,"Barang Contoh Ke-455",351,"Survei dan Pemetaan"
BRG-0456,"Barang Contoh Ke-456",429,"Tata Usaha"
BRG-0457,"Barang Contoh Ke-457",252,"Tata Usaha"
BRG-0458,"Barang Contoh Ke-458",329,"Pengendalian dan Penanganan Sengketa"
BRG-0459,"Barang Contoh Ke-459",38,"Pengadaan Tanah dan Pengembangan"
BRG-0460,"Barang Contoh Ke-460",38,"Tata Usaha"
BRG-0461,"Barang Contoh Ke-461",54,"Penataan dan Pemberdayaan"
BRG-0462,"Barang Contoh Ke-462",433,"Pengendalian dan Penanganan Sengketa"
BRG-0463,"Barang Contoh Ke-463",263,"Tata Usaha"
BRG-0464,"Barang Contoh Ke-464",270,"Pengendalian dan Penanganan Sengketa"
BRG-0465,"Barang Contoh Ke-465",324,"Penataan dan Pemberdayaan"
BRG-0466,"Barang Contoh Ke-466",141,"Penetapan Hak dan Pendaftaran"
BRG-0467,"Barang Contoh Ke-467",367,"Pengendalian dan Penanganan Sengketa"
BRG-0468,"Barang Contoh Ke-468",464,"Pengendalian dan Penanganan Sengketa"
BRG-0469,"Barang Contoh Ke-469",260,"Pengadaan Tanah dan Pengembangan"
BRG-0470,"Barang Contoh Ke-470",387,"Survei dan Pemetaan"
BRG-0471,"Barang Contoh Ke-471",32,"Tata Usaha"
BRG-0472,"Barang Contoh Ke-472",366,"Pengadaan Tanah dan Pengembangan"
BRG-0473,"Barang Contoh Ke-473",450,"Survei dan Pemetaan"
BRG-0474,"Barang Contoh Ke-474",18,"Penataan dan Pemberdayaan"
BRG-0475,"Barang Contoh Ke-475",327,"Tata Usaha"
BRG-0476,"Barang Contoh Ke-476",375,"Pengendalian dan Penanganan Sengketa"
BRG-0477,"Barang Contoh Ke-477",248,"Pengendalian dan Penanganan Sengketa"
BRG-0478,"Barang Contoh Ke-478",59,"Pengendalian dan Penanganan Sengketa"
BRG-0479,"Barang Contoh Ke-479",181,"Tata Usaha"
BRG-0480,"Barang Contoh Ke-480",212,"Penetapan Hak dan Pendaftaran"
BRG-0481,"Barang Contoh Ke-481",324,"Pengendalian dan Penanganan Sengketa"
BRG-0482,"Barang Contoh Ke-482",30,"Survei dan Pemetaan"
BRG-0483,"Barang Contoh Ke-483",260,"Pengadaan Tanah dan Pengembangan"
BRG-0484,"Barang Contoh Ke-484",407,"Survei dan Pemetaan"
BRG-0485,"Barang Contoh Ke-485",58,"Penetapan Hak dan Pendaftaran"
BRG-0486,"Barang Contoh Ke-486",12,"Penetapan Hak dan Pendaftaran"
BRG-0487,"Barang Contoh Ke-487",45,"Pengadaan Tanah dan Pengembangan"
BRG-0488,"Barang Contoh Ke-488",41,"Pengendalian dan Penanganan Sengketa"
BRG-0489,"Barang Contoh Ke-489",378,"Pengadaan Tanah dan Pengembangan"
BRG-0490,"Barang Contoh Ke-490",456,"Pengendalian dan Penanganan Sengketa"
BRG-0491,"Barang Contoh Ke-491",374,"Pengadaan Tanah dan Pengembangan"
BRG-0492,"Barang Contoh Ke-492",49,"Pengendalian dan Penanganan Sengketa"
BRG-0493,"Barang Contoh Ke-493",98,"Tata Usaha"
BRG-0494,"Barang Contoh Ke-494",324,"Pengadaan Tanah dan Pengembangan"
BRG-0495,"Barang Contoh Ke-495",377,"Pengadaan Tanah dan Pengembangan"
BRG-0496,"Barang Contoh Ke-496",455,"Pengadaan Tanah dan Pengembangan"
BRG-0497,"Barang Contoh Ke-497",477,"Survei dan Pemetaan"
BRG-0498,"Barang Contoh Ke-498",91,"Pengadaan Tanah dan Pengembangan"
BRG-0499,"Barang Contoh Ke-499",202,"Penataan dan Pemberdayaan"
BRG-0500,"Barang Contoh Ke-500",168,"Tata Usaha"
BRG-0501,"Barang Contoh Ke-501",282,"Pengendalian dan Penanganan Sengketa"
BRG-0502,"Barang Contoh Ke-502",216,"Penataan dan Pemberdayaan"
